fecha,agente,cat,componente,de_hrs,a_hrs,descripcion
2012-12-13,COBEE,G,Sistema Zongo,01:00,02:00,Aportes laterales de agua mayores a lo previsto.
2012-12-13,COBEE,G,Sistema Zongo,03:00,07:00,Aportes laterales de agua mayores a lo previsto.
2012-12-13,COBEE,G,Sistema Zongo,08:00,18:00,Aportes laterales de agua mayores a lo previsto.
2012-12-14,COBEE,G,Sistema Zongo,00:00,07:00,Aportes laterales de agua mayores a lo previsto.
2012-12-14,COBEE,G,Sistema Zongo,08:00,21:00,Aportes laterales de agua mayores a lo previsto.
2012-12-14,COBEE,G,Sistema Miguillas,10:30,18:00,Aportes laterales de agua mayores a lo previsto.
2012-12-14,CECBB,G,Central Bulo Bulo,23:10,24:00,Indisponibilidad de la unidad generadora BUL02.
2012-12-15,COBEE,G,Sistema Zongo,16:00,24:00,Aportes laterales de agua mayor a lo previsto.
2012-12-16,COBEE,G,Sistema Zongo,00:00,06:00,Aportes laterales de agua mayores a lo previsto.
2012-12-16,COBEE,G,Sistema Miguillas,01:00,18:00,Aportes laterales de agua mayores a lo previsto.
2012-12-16,CORANI,G,Central Santa Isabel,06:30,09:30,Aportes laterales de agua mayores a lo previsto en río Vinto.
2012-12-16,COBEE,G,Sistema Zongo,08:00,18:00,Aportes laterales de agua mayores a lo previsto.
2012-12-17,COBEE,G,Sistema Zongo,19:00,24:00,Aportes laterales mayores a lo previsto.
2012-12-18,COBEE,G,Sistema Zongo,00:30,07:00,Aportes laterales de agua mayores a lo previsto en el Valle de Zongo.
2012-12-19,CORANI,G,Cental Santa Isabel,14:40,19:00,Aportes extraordinarios de agua en el río Vinto.
2012-12-20,COBEE,G,Sistema Zongo,12:00,18:00,Aportes laterales de agua mayores a lo previsto en el Valle de Zongo.
2012-12-21,COBEE,G,Sistema Miguillas,10:00,18:00,Aportes laterales de agua menores a lo previsto.
2012-12-21,COBEE,G,Sistema Zongo,13:00,18:00,Aportes laterales de agua mayores a lo previsto.
2012-12-22,MSCR,CNR,Área de Potosí,00:00,01:52,"Reducción de carga en MSCR de 46.6 MW a 30.8 MW, por causas propias (falta de material para molino SAG)."
2012-12-22,COBEE,G,Sistema Zongo,00:00,07:00,Aportes laterales de agua mayores a lo previsto.
2012-12-24,COBEE,G,Sistema Zongo,00:30,07:00,Aportes laterales de agua mayores a lo previsto.
2012-12-24,COBEE,G,Sistema Zongo,07:30,09:00,Aportes laterales de agua mayores a lo previsto.
2012-12-26,COBEE,G,Sistema Zongo,01:00,07:00,Aportes laterales de agua mayor a lo previsto.
2012-12-26,COBEE,G,Sistema Zongo,01:00,07:00,Aportes laterales de agua mayor a lo previsto.
2012-12-26,COBEE,G,Sistema Zongo,07:30,13:00,Aportes laterales de agua mayor a lo previsto.
2012-12-26,COBEE,G,Sistema Zongo,07:30,13:00,Aportes laterales de agua mayor a lo previsto.
2012-12-26,EGSA,G,Central Guaracachi,18:37,24:00,Disponibilidad de GCH09 (ciclo abierto).
2012-12-26,EGSA,G,Central Guaracachi,18:37,24:00,Disponibilidad de GCH09 (ciclo abierto).
2012-12-26,CORANI,G,Central Corani,20:18,24:00,Aportes laterales de agua mayores a lo previsto en río Vinto .
2012-12-26,CORANI,G,Central Corani,20:18,24:00,Aportes laterales de agua mayores a lo previsto en río Vinto .
2012-12-27,CORANI,G,Central Corani,00:00,05:15,Aportes laterales de agua mayores a lo previsto en rio Vinto.
2012-12-27,CORANI,G,Central Corani,09:09,17:00,Aportes laterales de agua mayores a lo previsto en rio Vinto.
2012-12-28,EGSA,G,Central Guaracachi,15:54,24:00,Indisponibilidad de la unidad generadora GCH09.
2012-12-28,CORANI,G,Central Corani,16:47,21:34,Aportes laterales de agua mayores a lo previsto en río Vinto.
2012-12-29,COBEE,G,Sistema Zongo,00:30,06:00,Aportes laterales de agua mayores a lo previsto.
2012-12-29,CORANI,G,Central Corani,04:10,24:00,Aportes laterales de agua mayores a lo previsto en río Vinto.
2012-12-30,CORANI,G,Central Corani,00:00,24:00,Aportes laterales de agua mayores a lo previsto en rio Vinto.
2012-12-30,COBEE,G,Sistema Zongo,02:00,13:00,Aportes laterales de agua mayores a lo previsto.
2012-12-30,EGSA,G,Central Guaracachi,16:20,24:00,Disponibilidad unidad GCH09.
2012-12-31,VHE,G,Central Valle Hermoso,15:00,24:00,Disponibilidad de la unidad VHE08.
2012-12-31,VHE,G,Central Valle Hermoso,15:00,24:00,Disponibilidad de la unidad VHE08.
2013-01-05,COBEE,G,Sistema Miguillas,14:00,18:00,Aportes laterales de agua mayores a lo previsto.
2013-01-07,HB,G,Central Chojlla,18:45,24:00,Indisponibilidad de la unidad CHJ.
2013-01-09,MSCR,CNR,Área Potosi,22:20,24:00,"Reducción de carga de 44.3 a 34 MW, por problemas en su producción."
2013-01-10,MSCR,CNR,Área Potosi,00:00,00:50,"Reducción de carga de 44.3 a 34 MW, por problemas en su producción."
2013-01-12,EGSA,G,Central Guaracachi,13:00,24:00,Disponibilidad de la unidad GCH10
2013-01-12,MSCR,CNR,Area Potosi,14:30,17:00,"Reducción de carga de 48.3 a 36 MW, por problemas en su sistema de producción."
2013-01-12,EGSA,G,Central Guaracachi,15:00,24:00,Disponibilidad del Ciclo Combinado
2013-01-14,MSCR,CNR,Área Potosí,19:48,21:10,"Reducción de carga de 48.96 a 32.71 MW, por problemas en en correa de alimentación."
2013-01-15,COBEE,G,Sistema Zongo,01:00,06:00,Aportes laterales de agua mayor a lo previsto.
2013-01-15,COBEE,G,Sistema Zongo,07:00,24:00,Suspensión de mantenimiento de unidad SAI.
2013-01-16,MSCR,CNR,Área Potosí,18:28,19:40,Reducción de carga de 46.7 MW hasta 34.6 MW por problemas en correa de alimentación.
2013-01-18,COBEE,G,Sistema Zongo,01:00,08:00,Aportes laterales de agua mayores a lo previsto.
2013-01-19,CORANI,G,Central Corani,04:00,10:00,Aportes laterales de agua mayores a lo previsto en río Vinto.
2013-01-21,ENDE ANDINA,G,Central Entre Rios,20:00,24:00,Disponibilidad de la unidad ERI04.
2013-01-22,ELFEC y ELFEO,D,Área Central,06:00,24:00,Mayor demanda a la prevista.
2013-01-22,CRE,D,Área Oriental,06:00,24:00,Mayor demanda a la prevista.
2013-01-22,ENDE ANDINA,G,Central Entre Rios,13:00,24:00,Indisponibilidad de la unidad ERI04.
2013-01-25,COBEE,G,Sistema Zongo,00:00,07:00,Aportes laterales de agua mayores a lo previsto.
2013-01-26,MSCR,CNR,Area Potosí,22:37,22:57,Reducción de carga de 49.57 MW a 38.33 MW por falla en corréa.
2013-01-26,MSCR,CNR,Area Potosí,22:37,22:57,Reducción de carga de 49.57 MW a 38.33 MW por falla en corréa.
2013-01-28,EGSA,G,Central Karachipampa.,17:21,24:00,Disponibilidad de la unidad KAR.
2013-01-30,EGSA,G,Central Guaracachi.,18:00,24:00,Disponibilidad de la unidad GCH02.
2013-01-31,ENDEG,G,Area Trinidad,17:41,24:00,Indisponibilidad de la línea en 115 kV San Ignacio de Moxos - Trinidad.
2013-02-01,ENDEG,G,Area Trinidad,00:00,05:33,Indisponibilidad de la línea en 115 kV San Ignacio de Moxos - Trinidad.
2013-02-01,SYNERGIA,G,Central Kanata,09:29,15:00,Aportes laterales de agua mayores a lo previsto.
2013-02-01,MSCR,CNR,MSCR,14:53,17:08,Reducción de carga de 38 MW hasta 22 MW por problemas en la bomba 230 PP-112.
2013-02-01,SYNERGIA,G,Central Kanata,23:00,24:00,Aportes laterales de agua mayores a lo previsto.
2013-02-02,SYNERGIA,G,Central Kanata.,06:54,15:00,Aportes laterales de agua mayores a lo previsto.
2013-02-03,SYNERGIA,G,Central Kanata.,10:25,15:00,Aportes laterales de agua mayores a lo previsto.
2013-02-03,CORANI,G,Central Corani,17:30,24:00,Disponibilidad de la unidad COR03.
2013-02-05,SYNERGIA,G,Central Kanata,08:49,14:00,Aportes laterales mayores a lo previsto.
2013-02-05,MSCR,CNR,MSCR,13:02,24:00,"MSCR redujo carga desde 45.4 a 41.0 MW, debido a falsa alarma de rotura de la corréa 230 CV-013."
2013-02-06,SYNERGIA,G,Central Kanata,11:16,16:00,Aportes laterales mayores a lo previsto.
2013-02-07,SYNERGIA,G,Central Kanata,00:00,06:06,Aportes laterales de agua mayores a lo previsto.
2013-02-14,EGSA,G,Central Guaracachi,19:00,24:00,Indisponibilidad de la unidad GCH12.
2013-02-14,EGSA,G,Central Guaracachi,19:00,24:00,Indisponibilidad de la unidad GCH12.
2013-02-18,CORANI,G,Central Santa Isabel,07:30,12:45,Aportes extraordinarios en río Vinto (9 m3/s).
2013-02-19,ERESA,G,Sistema Yura,00:00,19:00,Aportes laterales de agua mayores a lo previsto.
2013-02-19,MSCR,CNR,MSCR,18:15,20:53,"MSCR redujo su carga de 42.74 MW a 28.54 MW, por problemas de espesadores de cola."
2013-02-20,MSCR,CNR,Área de Potosí,22:54,23:38,"Reducción gradual de carga de 48.0 a 30.0 MW, debido a problemas en correa 220 CV-010."
2013-02-22,COBEE,G,Sistema Zongo,02:00,06:00,Aportes laterales de agua mayores a lo previsto.
2013-02-24,COBEE,G,Sistema Zongo,01:00,09:00,Aportes laterales de agua mayores a lo previsto.
2013-02-25,EGSA,G,Central Guaracachi.,11:15,24:00,Disponibilidad de la unidad GCH06.
2013-02-28,MSCR,CNR,Área de Potosí,00:53,06:12,"Reducción de carga en MSCR de 42.0 MW a 17.0 MW, por retorqueo en Molinos SAG y de Bolas Nº 1."
2013-03-02,MSCR,CNR,Área de Potosí,07:42,08:21,"Reducción gradual de carga de 46.8 MW a 31.1 MW, por problemas en la correa 230 CV-013 del Molino SAG."
2013-03-05,CORANI,G,Central Corani.,06:15,08:15,Aportes laterales de agua mayores a lo previsto en río Vinto.
2013-03-05,CORANI,G,Central Corani.,09:45,13:35,Aportes laterales de agua mayores a lo previsto en río Vinto.
2013-03-06,Corami,G,Central Corani,00:00,08:00,Mayores aportes de agua a los previstos en lago Corani.
2013-03-07,CORANI,G,Central Corani,10:00,16:00,Aportes laterales de agua mayores a lo previsto en río Vinto (5 m3/sg).
2013-03-07,CORANI,G,Central Corani,22:21,24:00,Aportes laterales de agua mayores a lo previsto en río Vinto (4.5 m3/sg).
2013-03-08,CORANI,G,Central Corani,00:00,08:00,Mayores aportes de agua a los previstos en lago Corani.
2013-03-11,CRE,D,Área Oriental.,10:00,24:00,Menor demanda a la prevista.
2013-03-11,EGSA,G,Central Guaracachi.,11:17,24:00,Parada de emergencia de la unidad GCH09.
2013-03-11,VHE,G,Central Carrasco.,18:00,24:00,Extensión de los trabajos de la unidad CAR02.
2013-03-12,EGSA,G,Central Guaracachi,00:00,11:00,Indisponibilidad de la unidad generadora GCH09.
2013-03-14,EGSA,G,Central Santa Cruz,16:24,24:00,Disponibilidad de la unidad SCZ01
2013-03-15,EGSA,G,Central Santa Cruz,00:00,24:00,Disponibilidad de la unidad SCZ01.
2013-03-16,CRE,D,Área Oriental,09:00,24:00,Menor demanda a la prevista.
2013-03-18,COBEE,G,Sistema Miguillas,00:30,06:00,Aportes laterales de agua mayores a lo previsto.
2013-03-18,MSCR,CNR,Área Potosí,14:05,18:40,"Reducción de carga de 45 MW a 32.9 MW, por problemas en bomba."
2013-03-22,COBEE,G,Sistema Zongo,01:00,02:00,Indisponibilidad de la unidad de CAH02 y aportes laterales menores a lo previsto.
2013-03-22,COBEE,G,Sistema Zongo,07:00,12:00,Indisponibilidad de la unidad de CAH02 y aportes laterales menores a lo previsto.
2013-03-24,EGSA,G,Central Guaracachi.,18:00,24:00,Extensión en trabajos de GCH12.
2013-03-27,COBEE,G,Sistema Zongo,00:00,06:00,Aportes laterales de agua mayores a lo previsto en el Valle de Zongo.
2013-03-27,EGSA,G,Central Guaracachi.,00:00,24:00,Potencia limitada de la unidad GCH12
2013-03-29,CECBB,G,Central Bulo Bulo,19:30,24:00,Disponibilidad de la unidad BUL02.
2013-03-31,COBEE,G,Sistema Zongo,00:00,07:00,Aportes laterales mayores a lo previsto en valle de Zongo.
2013-03-31,VHE,G,Central Carrasco,00:15,24:00,Disponibilidad de la unidad CAR01.
2013-04-01,EGSA,G,Central Karachipampa,16:15,24:00,Indisponibilidad de la unidad KAR.
2013-04-02,CECBB,G,Central Bulo Bulo,16:00,20:34,Indisponibilidad de la unidad BUL01.
2013-04-02,VHE,G,Central El Alto,17:15,20:00,Indisponibilidad de la unidad ALT02.
2013-04-02,EGSA,G,Central Karachipampa,18:00,24:00,Indisponibilidad de la unidad KAR.
2013-04-02,VHE,G,Central El Alto,22:15,24:00,Indisponibilidad de la unidad ALT02.
2013-04-03,CORANI,G,Central Santa Isabel.,22:15,24:00,Aportes laterales de agua mayores a lo previsto en río Vinto.
2013-04-04,CORANI,G,Central Santa Isabel,00:00,00:02,Aportes laterales de agua mayores a lo previsto en río Vinto.
2013-04-04,CRE,D,Área Oriental,00:00,24:00,Menor demanda a la prevista.
2013-04-04,CORANI,G,Central Corani,08:00,24:00,Aportes extraordinarios al lago Corani.
2013-04-06,COBEE,G,Sistema Zongo,08:30,18:00,Aportes laterales menores a lo previsto en el Valle de Zongo
2013-04-06,VHE,G,Central Valle Hermoso,15:00,24:00,Disponibilidad de la unidad ALT02.
2013-04-07,COBEE,G,Sistema Miguillas,08:00,18:00,Aportes laterales de agua menores a lo previsto en el Valle de Miguillas.
2013-04-07,COBEE,G,Sistema Zongo,08:00,18:00,Aportes laterales de agua menores a lo previsto en el Valle de Zongo
2013-04-08,COBEE,G,Sistema Miguillas,01:00,18:00,Menores aportes laterales a lo previsto en el Valle de Miguillas.
2013-04-08,COBEE,G,Sistema Zongo,06:00,12:00,Menores aportes laterales a lo previsto en el Valle de Zongo.
2013-04-09,COBEE,G,Sistema Miguillas,07:30,18:00,Aportes laterales menores a lo previsto en el Valle de Miguillas.
2013-04-09,COBEE,G,Sistema Zongo,07:30,18:00,Aportes laterales menores a lo previsto en el Valle de Zongo.
2013-04-10,COBEE,G,Sistema Zongo,07:00,18:00,Aportes laterales menores a lo previsto en el Valle de Zongo.
2013-04-11,COBEE,G,Sistema Zongo,07:00,18:00,Aportes laterales mayores a lo previsto en el Valle de Zongo.
2013-04-11,COBEE,G,Sistema Miguillas,08:00,18:00,Aportes laterales menores a lo previsto en el Valle de Miguillas.
2013-04-11,COBEE,G,Sistema Zongo,20:30,23:00,Aportes laterales mayores a lo previsto en el Valle de Zongo.
2013-04-12,COBEE,G,Sistea Zongo,00:30,08:00,"Aportes laterales de agua,mayores a lo previsto."
2013-04-12,CESSA,G,Área Sucre,07:00,18:52,Disminución de carga en FANCESA por trabajos en molinos.
2013-04-12,COBEE,G,Sistea Zongo,10:00,18:00,"Aportes laterales de agua,mayores a lo previsto."
2013-04-13,MSCR,CNR,Area Sur,09:00,16:15,"Disminución de carga de 43 MW a 11 MW, por causas propias."
2013-04-13,CRE,D,Area Oriental,09:00,24:00,Menor demanda a la prevista
2013-04-14,COBEE,G,Sistema Zongo,01:00,13:00,Aportes laterales de agua mayores a lo previsto.
2013-04-14,COBEE,G,Sistema Zongo,14:00,24:00,Disponibilidad de la unidad HAR01.
2013-04-15,COBEE,G,Sistema Zongo,00:00,07:00,Aportes laterales de agua mayores a lo previsto.
2013-04-15,COBEE,G,Sistema Zongo,19:00,24:00,Disponibilidad de la unidad HAR02.
2013-04-16,COBEE,G,Sistema Zongo,02:00,18:00,Aportes laterales de agua mayores a lo previsto.
2013-04-16,VHE,G,Central El Alto,08:00,24:00,Indisponibilidad unidad ALT02.
2013-04-16,COBEE,G,Sistema Zongo,20:30,24:00,Aportes laterales de agua mayores a lo previsto.
2013-04-17,VHE,G,Central El Alto,10:15,24:00,Disponibilidad de la unidad ALT02.
2013-04-17,COBEE,G,Sistema Zongo,21:00,24:00,Disponibilidad de agua en el Sistema Zongo.
2013-04-18,COBEE,G,Sistema Zongo,20:00,24:00,Disponibilidad de agua en el Sistema Zongo.
2013-04-19,COBEE,G,Sistema Zongo,08:00,18:00,Disponibilidad de agua en el Sistema Zongo.
2013-04-19,COBEE,G,Sistema Zongo,21:00,24:00,Disponibilidad de agua en el sistema Zongo.
2013-04-20,COBEE,G,Sistema Zongo,08:00,18:00,Aportes laterales de agua menores a lo previsto en el valle de Zongo.
2013-04-20,COBEE,G,Sistema Zongo,20:30,24:00,Disponibilidad de agua en el valle de Zongo.
2013-04-21,COBEE,G,Sistema Zongo,08:00,18:00,Disponibilidad de agua en el valle de Zongo.
2013-04-23,COBEE,G,Sistema Zongo,06:00,18:00,Aportes laterales de agua menores a lo previsto.
2013-04-23,CESSA,D,Área Sucre,09:15,23:15,Disminución de carga de 8.6 MW a 2.9 MW en FANCESA.
2013-04-23,CECBB,G,Central Bulo Bulo,21:15,24:00,Disponibilidad de la unidad BUL02.
2013-04-24,CESSA,D,Área Sucre,10:58,20:05,"Disminución de carga de 5.8 MW a 1.8 MW en FANCESA, por causas propias."
2013-04-24,COBEE,G,Sistema Zongo,20:00,24:00,Aportes laterales de agua mayores a lo previsto en el Valle de Zongo.
2013-04-25,COBEE,G,Sistema Zongo,01:00,06:00,Aportes laterales de agua mayores a lo previsto.
2013-04-25,CESSA,D,Área Sucre,04:55,18:00,"Disminución de carga de 4.8 MW a 1.6 MW en FANCESA, por causas propias."
2013-04-25,COBEE,G,Sistema Zongo,09:00,12:00,Disponibilidad de agua en el valle de Zongo.
2013-04-26,CESSA,D,Área de Sucre,00:00,13:11,"Disminución de carga de 4.8 MW a 1.6 MW en FANCESA, por causas propias."
2013-04-26,COBEE,G,Sistema Zongo,02:00,06:00,Disponibilidad de agua en el valle de Zongo.
2013-04-26,COBEE,G,Sistema Zongo,10:00,18:00,Disponibilidad de agua en el valle de Zongo.
2013-04-26,COBEE,G,Sistema Zongo,21:00,22:00,Aportes laterales de agua mayores a lo previsto en el Valle de Zongo.
2013-04-27,HB,G,Central Chojlla,00:00,09:00,Disponibilidad de la unidad CHJ
2013-04-28,CECBB,G,Central Bulo Bulo,01:30,09:30,Indisponibilidad de la unidad BUL01.
2013-04-29,COBEE,G,Sistema Zongo,20:00,24:00,Disponibilidad de agua en valle de Zongo.
2013-04-30,SEPSA,D,Área Sur,00:00,19:00,
2013-04-30,CRE,D,Área Oriental,08:00,18:00,
2013-04-30,DELAPAZ,D,Área Norte,09:00,18:00,
2013-04-30,ELFEC,D,Área Central,14:00,17:00,
2013-04-30,ELFEO,D,Área Central,14:00,17:00,
2013-05-01,DELAPAZ,D,Área Norte,00:00,14:00,Mayor demanda a la prevista.
2013-05-01,CESSA,D,Área de Sucre,04:00,18:00,Mayor demanda a la prevista.
2013-05-01,SEPSA,D,Área de Potosí,07:00,15:00,Mayor demanda a la prevista.
2013-05-01,CRE,D,Área Oriental,11:00,18:00,Mayor demanda a la prevista.
2013-05-02,ELFEC,D,Área Central,09:00,18:00,Se registra mayor demanda a la prevista.
2013-05-02,CRE,D,Área Oriental,09:00,18:00,Se registra mayor demanda a la prevista.
2013-05-02,ELFEO,D,Área Central,09:00,18:00,Se registra mayor demanda a la prevista.
2013-05-02,DELAPAZ,D,Área Norte,14:00,18:00,Se registra mayor demanda a la prevista.
2013-05-04,VHE,G,Central El Alto,18:00,24:00,Extensión de mantenimiento de la unidad ALT01 (contaminación sistema de lubricación aceite de turbina).
2013-05-05,COBEE,G,Sistema Zongo,03:00,09:00,Aportes laterales de agua mayores a lo previsto en el Valle de Zongo.
2013-05-05,COBEE,G,Sistema Zongo,10:00,17:00,Aportes laterales de agua mayores a lo previsto en el Valle de Zongo.
2013-05-06,COBEE,G,Sistema Zongo,02:00,05:00,Aportes laterales de agua mayores a lo previsto.
2013-05-06,COBEE,G,Sistema Zongo,07:00,12:00,Aportes laterales de agua mayores a lo previsto.
2013-05-08,ERESA,G,Sistema Yura,09:00,17:00,Menor disponibilidad de agua a la prevista.
2013-05-09,COBEE,G,Sistema Zongo,20:30,24:00,Aportes laterales de agua mayores a lo previsto en valle de Zongo.
2013-05-10,COBEE,G,Sistema Zongo,13:00,18:00,Disponibilidad de agua en Valle de Zongo.
2013-05-10,VHE,G,Central Valle Hermoso,19:45,23:00,Disponibilidad de la unidad VHE03.
2013-05-11,MSCR,CNR,Área Sur,09:00,12:32,"Disminución de carga de 46 MW a 20.4 MW, por trabajos correctivos en el molino SAG."
2013-05-12,COBEE,G,Sistema Zongo,09:00,12:00,"Aportes laterales de agua, mayores a lo previsto."
2013-05-12,COBEE,G,Sistema Zongo,13:00,15:00,"Aportes laterales de agua, mayores a lo previsto."
2013-05-13,COBEE,G,Sistema Zongo,02:00,05:00,Aportes laterales de agua mayores a lo previsto.
2013-05-14,COBEE,G,Sistema Zongo,11:00,14:00,Disponibilidad de agua en el Valle de Zongo.
2013-05-16,ENDED,D,Área de Trinidad,09:00,24:00,Menor demanda a la prevista.
2013-05-16,CRE,D,Área Oriental,09:00,24:00,Menor demanda a la prevista.
2013-05-16,COBEE,G,Sistema Zongo,12:00,17:00,Aportes laterales de agua mayores a lo previsto.
2013-05-16,COBEE,G,Sistema Zongo,20:00,24:00,Aportes laterales de agua mayores a lo previsto.
2013-05-17,COBEE,G,Sistema Zongo,00:00,06:00,Aportes laterales de agua mayores a lo previsto.
2013-05-17,HB,G,Sistema Taquesi,00:00,24:00,Aportes laterales de agua mayores a lo previsto.
2013-05-17,ENDED,D,Área de Trinidad,00:00,24:00,Menor demanda a la prevista.
2013-05-17,COBEE,G,Sistema Zongo,06:00,18:00,Aportes laterales de agua mayores a lo previsto.
2013-05-18,ENDED,D,Área Trinidad,00:00,24:00,Menor demanda a la prevista.
2013-05-18,COBEE,G,Sistema Zongo,00:00,24:00,Aportes laterales de agua mayores a lo previsto.
2013-05-18,HB,G,Sistema Taquesi,00:00,24:00,Aportes laterales de agua mayores a lo previsto.
2013-05-18,CRE,D,Área Oriental,09:00,17:00,Menor demanda a la prevista.
2013-05-18,MSCR,CNR,Área de Potosí,11:08,12:09,"Disminución de carga de 44.07 MW a 29.7 MW, por problemas en el área de espesadores de cola."
2013-05-18,MSCR,CNR,Área de Potosí,17:49,19:01,"Disminución de carga de 40.9 MW a 29.3 MW, por problemas en el área de espesadores de cola."
2013-05-19,COBEE,G,Sistema Zongo,00:00,24:00,Aportes laterales de agua mayores a lo previsto.
2013-05-19,HB,G,Sistema Taquesi,00:00,24:00,Aportes laterales de agua mayores a lo previsto.
2013-05-20,ENDED,D,Área Trinidad,00:00,24:00,Menor demanda a la prevista.
2013-05-20,COBEE,G,Sistema Zongo,00:00,24:00,Aportes laterales de agua mayores a lo previsto.
2013-05-20,CRE,D,Área Oriental,10:00,21:00,Menor demanda a la prevista.
2013-05-21,COBEE,G,Sistema Zongo,00:00,07:00,Aportes laterales de agua mayores a lo previsto en el Valle de Zongo.
2013-05-21,HB,G,Sistema Taquesi,06:00,12:00,Aportes laterales mayores a lo previsto en sistema Taquesi.
2013-05-22,COBEE,G,Sistema Zongo,02:00,06:00,Aportes laterales de agua mayores a lo previsto en valle de Zongo.
2013-05-23,COBEE,G,Sistema Zongo,03:00,12:00,Aportes laterales de agua menores a lo previsto en el valle de Zongo.
2013-05-24,COBEE,G,Sistema Zongo,02:00,24:00,Aportes laterales de agua mayores a lo previsto en el Valle de Zongo.
2013-05-24,GBE,G,Central Guabirá,16:00,24:00,Disponibilidad de la unidad GBE.
2013-05-25,COBEE,G,Sistema Zongo,00:00,24:00,Aportes laterales de agua mayores a lo previsto en el Valle de Zongo.
2013-05-26,COBEE,G,Sistema Zongo,00:00,24:00,Aportes laterales de agua mayores a lo previsto en el valle de Zongo.
2013-05-26,HB,G,Sistema Taquesi,10:05,12:00,Aportes laterales de agua mayores a lo previsto en sistema Taquesi.
2013-05-27,COBEE,G,Sistema Zongo,00:00,13:00,Aportes laterales mayores a lo previsto en el Valle de Zongo.
2013-05-27,COBEE,G,Sistema Zongo,15:00,18:00,Aportes laterales mayores a lo previsto en el Valle de Zongo.
2013-05-27,COBEE,G,Sistema Zongo,22:00,24:00,Aportes laterales mayores a lo previsto en el Valle de Zongo.
2013-05-28,COBEE,G,Sistema Zongo,00:00,24:00,"Aportes laterales de agua, mayores a lo previsto."
2013-05-28,VHE,G,Central El Alto,16:35,24:00,Indisponibilidad de la unidad ALT02.
2013-05-29,COBEE,G,Sistema Zongo,00:00,24:00,"Aportes laterales de agua, mayores a lo previsto."
2013-05-29,VHE,G,Central El Alto,00:00,24:00,Indisponibilidad de la unidad ALT02.
2013-05-30,COBEE,G,Sistema Zongo,01:00,24:00,Aportes laterales de agua mayores a lo previsto.
2013-05-31,COBEE,G,Sistema Zongo,00:00,12:00,Aportes laterales de agua mayores a lo previsto.
2013-05-31,SEPSA,D,Área Potosi,09:46,23:15,"Reducción de carga en Minera San Bartolome de 9 a 3 MW, por causas propias."
2013-05-31,MSCR,CNR,Área Potosi,21:29,22:14,Reducción de carga de 44.6 MW a 35.5 MW por falla en corréa 220 CV10.
2013-06-01,VHE,G,Central El Alto,00:00,24:00,Indisponibilidad de la unidad ALT02.
2013-06-01,COBEE,G,Sistema Zongo,02:00,06:00,Aportes laterales mayores a lo previsto en el Valle de Zongo.
2013-06-01,COBEE,G,Sistema Zongo,08:00,18:00,Aportes laterales mayores a lo previsto en el Valle de Zongo.
2013-06-01,VHE,G,Central Carrasco,12:15,17:58,Indisponibilidad de la unidad CAR03
2013-06-01,COBEE,G,Sistema Zongo,19:00,24:00,Aportes laterales mayores a lo previsto en el Valle de Zongo.
2013-06-02,VHE,G,Central El Alto,00:00,08:00,Indisponibilidad de la unidad ALT02.
2013-06-02,COBEE,G,Sistema Zongo,00:00,18:00,Aportes laterales mayores a lo previsto en el Valle de Zongo.
2013-06-02,CECBB,G,Central Bulo Bulo,09:05,14:41,Indisponibilidad de la unidad BUL02.
2013-06-02,GBE,G,Central Guabirá,09:15,21:08,Indisponibilidad de la unidad GBE.
2013-06-02,COBEE,G,Sistema Zongo,21:00,24:00,Aportes laterales mayores a lo previsto en el Valle de Zongo.
2013-06-03,GBE,G,Central Guabirá,12:00,24:00,Indisponibilidad de la unidad GBE01.
2013-06-03,COBEE,G,Sistema Zongo,19:00,24:00,Aportes laterales de agua mayores a lo previsto en valle de Zongo.
2013-06-04,GBE,G,Central Guabirá,00:00,10:13,Indisponibilidad de la unidad GBE01.
2013-06-04,COBEE,G,Sistema Zongo,02:00,06:00,Aportes laterales de agua mayores a lo previsto en valle de Zongo.
2013-06-04,ENDE ANDINA,G,Central Entre Ríos,04:32,05:27,Indisponibilidad de la unidad ERI04.
2013-06-04,ENDE ANDINA,G,Central Entre Ríos,06:09,11:04,Indisponibilidad de la unidad ERI04.
2013-06-05,COBEE,G,Sistema Zongo,20:00,24:00,Aportes laterales de agua mayores a lo previsto en valle de Zongo.
2013-06-06,MSCR,CNR,MSCR,03:00,12:00,Reducción de carga de 41.6 MW a 15.8 MW por causas propias.
2013-06-06,COBEE,G,Sistema Zongo,20:00,24:00,Aportes laterales de agua mayores a lo previsto en valle de Zongo.
2013-06-07,COBEE,G,Sistema Zongo,01:00,06:00,Aportes laterales de agua mayores a lo previsto.
2013-06-07,MSCR,CNR,Área Sur,09:00,15:00,"Reducción de carga de 42 a 16 MW, por causas propias."
2013-06-07,COBEE,G,Sistema Zongo,19:00,20:00,Aportes laterales de agua mayores a lo previsto.
2013-06-08,COBEE,G,Sistema Zongo,02:00,05:00,Aportes laterales de agua mayores a lo previsto.
2013-06-09,COBEE,G,Sistema Zongo,01:00,06:00,Aportes laterales mayores a lo previsto en el Valle de Zongo.
2013-06-09,COBEE,G,Sistema Zongo,19:00,24:00,Aportes laterales mayores a lo previsto en el Valle de Zongo.
2013-06-10,COBEE,G,Sistema Zongo,01:00,07:00,Aportes laterales mayores a lo previsto en el Valle de Zongo.
